longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,rooms_per_household,bedrooms_per_room,population_per_household,monthly_rent,roi,neighborhood_investment,sell_speed,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,3.375451263537906,0.3176470588235294,2.101083032490975,500.0,13.79363542533977,Medium,Medium,False,False,False,True,False
-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,5.552631578947368,0.24170616113744076,3.6842105263157894,500.0,16.945494445513813,Medium,Medium,False,False,False,True,False
-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,1.7142857142857142,0.3333333333333333,2.5714285714285716,500.0,15.328191136658706,Medium,Medium,False,False,False,True,False
-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,6.2781954887218046,0.19281437125748502,2.180451127819549,597.7255563289608,10.749208068608672,Medium,Medium,False,False,False,True,False
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,2.8177676537585423,0.3734842360549717,1.7357630979498861,855.7405461360471,12.82498568602625,Medium,Medium,False,False,False,True,False
-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,5.724950884086444,0.1928620452985587,2.4282907662082516,500.0,13.77817219272993,Medium,Medium,False,False,False,True,False
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,5.830917874396135,0.20132560066280034,3.4830917874396135,500.0,16.266746535317704,Medium,Medium,False,False,False,True,False
-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,5.369230769230769,0.21432664756446992,3.243076923076923,500.0,11.013258593608295,Medium,Medium,False,False,False,True,False
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,4.412903225806452,0.2573099415204678,2.2193548387096773,500.0,13.02318393187027,Medium,Medium,False,False,False,True,False
-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,3.1972318339100347,0.31277056277056275,2.1072664359861593,880.8316037389511,13.949459665611638,Medium,Medium,False,False,False,True,False
-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,3.75,0.26666666666666666,3.267857142857143,500.0,12.87745176148788,Medium,Medium,False,False,False,True,False
-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,3.9080459770114944,0.2852941176470588,2.2988505747126435,500.0,16.412065939101847,Medium,Medium,False,False,False,True,False
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,2.490322580645161,0.42487046632124353,2.232258064516129,500.0,12.526060638287099,Medium,Medium,False,False,False,True,False
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,5.609467455621302,0.1940928270042194,2.7633136094674557,500.0,11.223395227073492,Medium,Medium,False,False,False,True,False
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,6.721739130434782,0.18499353169469598,3.2782608695652176,500.0,15.887473076492434,Medium,Medium,False,False,False,True,False
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,2.3157894736842106,0.5125,1.5315789473684212,580.1944103823417,15.49103096643536,Medium,Medium,False,False,False,True,False
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,2.6515151515151514,0.3977142857142857,1.6545454545454545,867.3301118987614,12.40255706402455,Medium,Medium,False,False,False,True,False
-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,2.6923076923076925,0.4,3.2051282051282053,500.0,9.977762904262274,Low,Medium,False,False,False,True,False
-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,500001.0,2.929411764705882,0.3132530120481928,4.658823529411765,1634.9787260277653,12.744980543998588,Medium,Medium,False,False,False,True,False
-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,2.74585635359116,0.39436619718309857,2.2099447513812156,500.0,11.626369854824448,Medium,Medium,False,False,False,True,False
-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0,2.4431818181818183,0.4046511627906977,10.272727272727273,500.0,11.422470954218507,Medium,Medium,False,False,False,True,False
-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,2.823529411764706,0.3229166666666667,5.617647058823529,765.9016115043868,15.768485839393747,Medium,Medium,False,False,False,True,False
-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,3.493377483443709,0.3289099526066351,2.377483443708609,903.3056575251085,12.59659481608918,Medium,Medium,False,False,False,True,False
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,3.6723768736616704,0.363265306122449,2.841541755888651,1023.2549885954628,15.695279746494249,Medium,Medium,False,False,False,True,False
-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,2.294016358157555,0.4648151623193845,1.493327593628928,500.0,14.964673351286192,Medium,Medium,False,False,False,True,False
-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,3.8949152542372882,0.28959965187119235,1.735593220338983,500.0,10.58615612518785,Medium,Medium,False,False,False,True,False
-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,3.681318681318681,0.3194029850746269,2.21978021978022,500.0,9.141802530541552,Low,Medium,False,False,False,True,False
-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,2.9456,0.3449212384573601,1.6192,500.0,10.723276197916183,Medium,Medium,False,False,False,True,False
-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,3.7071428571428573,0.29865125240847784,1.8755102040816327,500.0,11.485765825978428,Medium,Medium,False,False,False,True,False
-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,257800.0,3.7248,0.30369415807560135,1.8432,551.0697258268966,12.571115341663225,Medium,Medium,False,False,False,True,False
-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,273400.0,3.8784235136940546,0.27609369617636925,1.7120908483633934,1346.8667687295099,12.869310376936438,Medium,Medium,False,False,False,True,False
-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,237500.0,3.745614035087719,0.28337236533957844,1.706140350877193,548.4470519741187,14.21728778711145,Medium,Medium,False,False,False,True,False
-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,350000.0,3.5154975530179446,0.3252900232018561,1.4600326264274062,1226.8050535329196,9.608543997502528,Low,Medium,False,False,False,True,False
-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,335700.0,3.281721632196758,0.3260091977516607,1.5030743432084963,2027.9933374214024,15.577593271619763,Medium,Medium,False,False,False,True,False
-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,313400.0,6.184426229508197,0.14910536779324055,2.762295081967213,806.0192399954013,10.607899484574194,Medium,Medium,False,False,False,True,False
-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,268500.0,4.442982456140351,0.23790720631786771,1.5548245614035088,626.5087402129254,13.494220848684094,Medium,Medium,False,False,False,True,False
-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,259400.0,4.165876777251185,0.2616609783845279,1.6255924170616114,1038.6126559669815,9.85739024583927,Low,Medium,False,False,False,True,False
-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,275700.0,4.848189415041783,0.21574260270037346,2.011142061281337,535.7107849694967,11.182981311568895,Medium,Medium,False,False,False,True,False
-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,225000.0,4.160847880299252,0.25621816002397363,1.8952618453865338,538.7862441015765,10.385063371418987,Medium,Medium,False,False,False,True,False
-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,262500.0,5.628458498023716,0.2029494382022472,2.1739130434782608,567.1257222857552,13.650856629821147,Medium,Medium,False,False,False,True,False
-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,218500.0,3.7270058708414875,0.28826463638750327,1.7671232876712328,574.3235151262487,9.497062125662382,Low,Medium,False,False,False,True,False
-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,255000.0,3.2530813475760065,0.30209648901237685,1.4371405094494658,1165.249401142352,14.314163118599941,Medium,Medium,False,False,False,True,False
-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,224100.0,4.578034682080925,0.23526936026936027,1.8092485549132948,630.6634897377436,9.700663718255461,Low,Medium,False,False,False,True,False
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,243100.0,3.822274881516588,0.2653440793552387,1.599526066350711,1053.2335889440467,13.575138368555514,Medium,Medium,False,False,False,True,False
-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,231600.0,4.3951890034364265,0.22439405785770133,1.8350515463917525,1173.1617179842895,13.339828378809386,Medium,Medium,False,False,False,True,False
-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,218500.0,3.0234798314268514,0.34846674631620866,1.5400361228175798,1129.0200188306117,13.430108098623522,Medium,Medium,False,False,False,True,False
-122.25,37.83,52.0,4190.0,1105.0,1786.0,1037.0,3.0897,234100.0,4.040501446480231,0.2637231503579952,1.7222757955641272,500.0,6.588136652312613,Low,Slow,False,False,False,True,False
-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,327600.0,6.742627345844504,0.15864811133200796,2.6005361930294906,1486.419485387265,14.273928148449766,Medium,Medium,False,False,False,True,False
-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,347600.0,6.546391752577319,0.14299212598425196,2.263917525773196,1380.8846795398777,10.602672518523956,Medium,Medium,False,False,False,True,False
-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,366100.0,6.851063829787234,0.15760869565217392,2.1117021276595747,2026.9577414062242,12.410588570189768,Medium,Medium,False,False,False,True,False
-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,335000.0,7.1063829787234045,0.16167664670658682,2.0851063829787235,1685.9197096089986,10.928548566586327,Medium,Medium,False,False,False,True,False
-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,373600.0,6.947890818858561,0.1467857142857143,2.632754342431762,1185.0989729075873,9.694429033440528,Low,Medium,False,False,False,True,False
-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,389500.0,6.358558558558559,0.16265230943610087,2.120720720720721,791.097271687567,11.438229689333804,Medium,Medium,False,False,False,True,False
-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,391100.0,7.11716621253406,0.139739663093415,2.455040871934605,716.1774870778154,11.099771748267571,Medium,Medium,False,False,False,True,False
-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457,337300.0,5.5303347280334725,0.1982220540949499,2.1244769874476988,1319.2543294039021,14.020885292812913,Medium,Medium,False,False,False,True,False
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,295200.0,6.127348643006263,0.16115843270868824,2.152400835073069,1582.3634998583843,12.378410164954218,Medium,Fast,False,False,False,True,False
-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,292300.0,5.735343383584589,0.174357476635514,2.274706867671692,1574.024383184024,14.891517612489372,Medium,Fast,False,False,False,True,False
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,411500.0,7.631498470948012,0.13504307753957123,2.470948012232416,714.6097985004222,8.853149721842321,Low,Medium,False,False,False,True,False
-122.2,37.84,30.0,2211.0,346.0,844.0,343.0,6.0666,311500.0,6.446064139941691,0.15649027589326098,2.4606413994169096,1252.8632450581904,14.735898843995502,Medium,Fast,False,False,False,True,False
-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,325900.0,6.125,0.16129032258064516,2.2983870967741935,1255.0956448118397,13.47342948616669,Medium,Fast,False,False,False,True,False
-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11.6017,392600.0,8.335051546391753,0.12987012987012986,2.747422680412371,1344.6300319982527,10.796887030724339,Medium,Medium,False,False,False,True,False
-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,319300.0,6.467268623024831,0.16055846422338568,2.419864559819413,910.2280633722102,13.501989392110486,Medium,Fast,False,False,False,True,False
-122.21,37.83,34.0,5065.0,788.0,1627.0,766.0,6.8976,333300.0,6.6122715404699735,0.15557749259624876,2.1240208877284594,1017.801936870513,12.679142099358303,Medium,Fast,False,False,False,True,False
-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,335200.0,6.978947368421053,0.138763197586727,2.4368421052631577,1479.5373468204411,10.522667425481803,Medium,Medium,False,False,False,True,False
-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,351200.0,7.530805687203792,0.14033983637507866,2.5687203791469195,1071.9235905468297,8.319564716654034,Low,Medium,False,False,False,True,False
-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,368900.0,6.657992565055762,0.15131211613623674,2.45724907063197,1404.3101764699218,9.8727286890197,Low,Medium,False,False,False,True,False
-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,365900.0,6.977186311787072,0.1438692098092643,2.414448669201521,1726.4706484787448,16.96046995990349,High,Fast,False,False,False,True,False
-122.2,37.82,37.0,1229.0,181.0,420.0,176.0,7.0175,366700.0,6.982954545454546,0.14727420667209112,2.3863636363636362,1410.8730825576388,10.586057837834876,Medium,Medium,False,False,False,True,False
